epoch,step,test_accuracy_class_0,test_accuracy_class_1,test_accuracy_class_2,test_accuracy_class_3,test_accuracy_class_4,test_accuracy_class_5,test_precision_class_0,test_precision_class_1,test_precision_class_2,test_precision_class_3,test_precision_class_4,test_precision_class_5,test_recall_class_0,test_recall_class_1,test_recall_class_2,test_recall_class_3,test_recall_class_4,test_recall_class_5,val_loss
0,9,,,,,,,,,,,,,,,,,,,1.4522744417190552
1,19,,,,,,,,,,,,,,,,,,,0.874268114566803
2,29,,,,,,,,,,,,,,,,,,,0.6007477045059204
3,39,,,,,,,,,,,,,,,,,,,0.49033021926879883
4,49,,,,,,,,,,,,,,,,,,,0.3628772795200348
5,59,,,,,,,,,,,,,,,,,,,0.33094024658203125
6,69,,,,,,,,,,,,,,,,,,,0.26029378175735474
7,79,,,,,,,,,,,,,,,,,,,0.23947447538375854
8,89,,,,,,,,,,,,,,,,,,,0.2367957979440689
9,99,,,,,,,,,,,,,,,,,,,0.20271988213062286
10,109,,,,,,,,,,,,,,,,,,,0.18690213561058044
11,119,,,,,,,,,,,,,,,,,,,0.16979552805423737
12,129,,,,,,,,,,,,,,,,,,,0.18031634390354156
13,139,,,,,,,,,,,,,,,,,,,0.1569366604089737
14,149,,,,,,,,,,,,,,,,,,,0.14637060463428497
15,159,,,,,,,,,,,,,,,,,,,0.14715911448001862
16,169,,,,,,,,,,,,,,,,,,,0.1300802230834961
17,179,,,,,,,,,,,,,,,,,,,0.12915170192718506
18,189,,,,,,,,,,,,,,,,,,,0.12803460657596588
19,199,,,,,,,,,,,,,,,,,,,0.11604622006416321
20,209,,,,,,,,,,,,,,,,,,,0.11521007865667343
21,219,,,,,,,,,,,,,,,,,,,0.11115553230047226
22,229,,,,,,,,,,,,,,,,,,,0.10575425624847412
23,239,,,,,,,,,,,,,,,,,,,0.10923914611339569
24,249,,,,,,,,,,,,,,,,,,,0.10966069996356964
25,259,,,,,,,,,,,,,,,,,,,0.09296873211860657
26,269,,,,,,,,,,,,,,,,,,,0.09254344552755356
27,279,,,,,,,,,,,,,,,,,,,0.09587336331605911
28,289,,,,,,,,,,,,,,,,,,,0.11470864713191986
29,299,,,,,,,,,,,,,,,,,,,0.08580437302589417
30,309,,,,,,,,,,,,,,,,,,,0.08215071260929108
31,319,,,,,,,,,,,,,,,,,,,0.09054896980524063
32,329,,,,,,,,,,,,,,,,,,,0.09342475235462189
33,339,,,,,,,,,,,,,,,,,,,0.08066029101610184
34,349,,,,,,,,,,,,,,,,,,,0.10245852172374725
35,359,,,,,,,,,,,,,,,,,,,0.08472523838281631
36,369,,,,,,,,,,,,,,,,,,,0.07564526051282883
37,379,,,,,,,,,,,,,,,,,,,0.08465380221605301
38,389,,,,,,,,,,,,,,,,,,,0.08179078996181488
39,399,,,,,,,,,,,,,,,,,,,0.0729026049375534
40,409,,,,,,,,,,,,,,,,,,,0.07826757431030273
41,419,,,,,,,,,,,,,,,,,,,0.06764637678861618
42,429,,,,,,,,,,,,,,,,,,,0.06546758860349655
43,439,,,,,,,,,,,,,,,,,,,0.09863008558750153
44,449,,,,,,,,,,,,,,,,,,,0.07895912230014801
45,459,,,,,,,,,,,,,,,,,,,0.05626905709505081
46,469,,,,,,,,,,,,,,,,,,,0.06109590455889702
47,479,,,,,,,,,,,,,,,,,,,0.08363339304924011
48,489,,,,,,,,,,,,,,,,,,,0.09292072057723999
49,490,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
